# Created by create_gmm.py, IMP.isd version 2.10.1
# data_fn: ../data/em/Ciferri_CEM_PRC2.map.mrc
# ncenters: 50
# covar_type: 'full'
# apix: 1.0
# num_samples: 1000000
# num_iter: 100
# threshold: 0.0
# force_radii: -1.0
# force_weight: -1.0
# force_weight_frac: False
# use_dirichlet: False
# multiply_by_mass: False
# chain: None
#|num|weight|mean|covariance matrix|
|22|0.026100919753656394|240.79309369401713 142.9232923679305 190.53068618156118|66.59688427903545 -19.171977892980106 3.601064232305461 -19.171977892980106 68.23932585813634 -17.027171577441763 3.601064232305461 -17.02717157744176 65.7494978048607|
|23|0.014974150346988417|238.69472417819875 178.03392055625935 170.01713517331532|79.23690226767869 5.179983360292923 -0.3184430254492385 5.179983360292923 91.57368448567675 16.358955742005378 -0.3184430254492412 16.358955742005378 61.12510215651261|
|24|0.009990985144095103|121.5953170815453 170.43183370771175 216.0651627719564|138.80142920537958 -1.2040355447667705 3.892921259469222 -1.204035544766771 54.63289866265327 -6.0438072697695056 3.892921259469222 -6.043807269769506 39.37041961875848|
|25|0.017607831804385184|153.5296372684683 205.46255310509625 155.6815665298431|124.42947243842511 -26.560195062618522 -60.55865382537953 -26.560195062618522 70.549768734335 27.979457904833573 -60.55865382537953 27.97945790483357 96.50805220783566|
|26|0.01702312912009304|185.97969098796267 185.33638991812003 213.36769917217808|103.68807192459583 -45.352257033101615 -0.7339532399844835 -45.35225703310161 74.73431869531387 -2.229445286878434 -0.733953239984483 -2.2294452868784336 96.9724376329513|
|27|0.025523570302884727|134.12892215552978 216.6355512744017 204.3892201978492|70.51455794680618 0.48885318550889023 -5.069354110206292 0.4888531855088898 53.79793995573252 -3.0370461618801734 -5.069354110206291 -3.0370461618801685 50.2002090036813|
|28|0.02587639901171628|113.69073883864912 200.39688937346608 179.51556222429235|86.83455613524798 15.276995469586025 -7.8103466049508725 15.276995469586021 56.02494895490052 0.05251725537030438 -7.8103466049508725 0.05251725537030971 71.15977673144259|
|29|0.009140726637371794|252.32315767761798 173.45302521320062 209.66969115047948|71.52219429150358 9.295864016346528 -69.32791900249148 9.295864016346524 64.6260544374752 -30.88646178293898 -69.3279190024915 -30.88646178293899 174.46336181905204|
|30|0.025015407134181728|181.5786328294183 130.91277364967536 195.1638076058161|67.48736589010666 -21.221777454768002 -5.394256386622622 -21.221777454768002 69.16821081206523 -9.67837877202458 -5.394256386622619 -9.67837877202458 50.303777536357515|
|31|0.010391344288406984|170.16798289263392 149.390971436037 157.56680945452942|93.58675919930775 42.097995361588694 -25.636839165041586 42.097995361588694 133.86322727768027 2.935347563268305 -25.636839165041586 2.935347563268305 51.84566685995505|
|32|0.021501796131102795|176.7816722522665 151.98885243196204 213.9064838848505|52.69664377192516 13.817089989714994 7.295903973030974 13.817089989714997 76.77441740068501 -3.0722125394581488 7.295903973030978 -3.0722125394581505 68.55339127876833|
|33|0.019291720442502512|156.3834346385361 216.24426965219996 174.10404049637407|35.43260248809412 2.3433107597061342 -5.8171125605450005 2.343310759706134 68.08350596705048 0.5749352583744546 -5.817112560544999 0.5749352583744548 88.15534322613847|
|34|0.023789417117590646|122.79952831850345 152.332695446234 174.14684007739314|90.55323907592786 -11.780420636707227 21.00664331631137 -11.780420636707237 102.98836511429754 17.588894460193963 21.00664331631137 17.588894460193966 58.92728294383663|
|35|0.024024390104755943|222.05805589112498 208.56414624986132 213.0959901077921|44.58068844837471 -3.8975598211896614 12.88325339125933 -3.8975598211896614 67.46197129062651 -6.343198394356314 12.88325339125933 -6.34319839435631 79.07649137607497|
|36|0.023161888387447996|208.38216238626146 215.87584856126207 180.94928167407826|61.746734721404344 -7.2590312941184045 16.070620812411946 -7.2590312941184045 66.47482720006565 14.298671414715322 16.070620812411946 14.298671414715322 95.41925245094491|
|37|0.022345508601439718|215.24377396087084 146.49158193079668 174.24058733803466|78.97321854872833 5.761955298546354 9.12751504361728 5.761955298546347 95.0815369224243 15.270671500746651 9.127515043617272 15.27067150074666 88.58553309303747|
|38|0.01744303873856913|226.2888094936563 194.9831006649693 196.03544315757884|76.55730803595208 5.2564311501802905 17.88236464038837 5.256431150180287 51.607881773648934 16.222599672114374 17.88236464038836 16.22259967211437 111.64093060938912|
|39|0.01927070315449052|216.23592090133812 139.1257054548837 213.5246125504208|52.862924235193056 -5.614493648030486 -0.8539270286546241 -5.614493648030483 77.46001262772613 8.569428492235733 -0.8539270286546321 8.56942849223574 54.59161363994647|
|40|0.022862985067529946|193.26978446633873 190.7316888556774 157.07679193046025|78.74376195537359 -12.710225216283735 2.5621477898200276 -12.710225216283737 90.46880078471287 27.370682104334925 2.562147789820031 27.370682104334918 92.19047536698483|
|41|0.015775218963878165|152.13925997763687 166.11500565210372 167.4592874660069|90.23058256326001 -10.100594707558209 23.53032821228729 -10.100594707558212 55.09162744682773 -3.3742622247586347 23.53032821228729 -3.374262224758633 82.47459155722882|
|42|0.020156850549118963|213.26267705500237 155.43325912674624 201.82370612118197|46.167245565349425 -17.31834561466716 -1.2215291425555037 -17.318345614667155 74.8956176054904 5.574622441601889 -1.221529142555504 5.574622441601888 94.50413837907621|
|43|0.012990085793327036|142.20827930129224 157.83310723438353 208.87153773459156|46.81708353524434 20.681877975306673 -14.776011209115778 20.681877975306673 192.80168597990615 43.36817164207356 -14.776011209115778 43.36817164207356 100.15274661150208|
|44|0.009542633374886717|109.17761659400661 163.81043610501473 160.80702383717838|86.31884474012075 -13.09905945938607 -61.0937783138865 -13.09905945938607 156.63276282685774 -78.32147948660369 -61.0937783138865 -78.32147948660369 186.28320534153158|
|45|0.0171479575258461|232.29626891602882 209.09685108901982 167.42861848452418|56.2831764800555 -14.036604046510675 -13.667549569998052 -14.036604046510677 74.04944888118636 -5.55263166051542 -13.667549569998053 -5.552631660515424 52.01717690687721|
|46|0.02787748889057772|103.37275626721431 147.55636615288265 205.0715626467573|76.52679169938303 -13.827700440410922 14.521496091652594 -13.827700440410919 57.024644647993995 -0.7635558061577719 14.521496091652596 -0.7635558061577683 56.02696877398975|
|47|0.026465694674073923|197.33715939785822 172.52032698169268 205.0166080086043|89.39103336549887 16.922621382250895 -5.290949457888818 16.9226213822509 69.0932590026905 -13.995713030952565 -5.290949457888821 -13.995713030952563 85.39348018942283|
|48|0.025060349744149838|151.95021585427895 222.85799977818093 194.8179211041942|56.66253546459052 -3.797210852695173 -12.53295736040954 -3.7972108526951702 46.16762157733876 7.705353133974537 -12.532957360409533 7.705353133974537 69.90490478229337|
|49|0.021004805163849286|249.2554748671725 197.60873166004092 201.84344091841498|70.73761772898622 9.79405762937596 9.270771490381518 9.79405762937596 85.75001769115036 5.417378020160345 9.27077149038152 5.417378020160346 47.061274564312214|
